student_id,branch,semester,cgpa,tenth_percentage,twelfth_percentage,backlogs_history,active_backlogs,quantitative_aptitude,logical_reasoning,coding_benchmark,skills_python,skills_java,skills_cpp,skills_dsa,skills_sql,skills_web,skills_cloud,skills_ml,internships,projects_count,certifications_count,hackathons,communication_rating,interview_rating,primary_track,placement_probability,readiness_status,placed
STU-2026-04530,CSE,7,7.66,80.8,77.5,0,0,65.3,67.5,99.0,10.0,9.8,8.1,9.2,7.4,10.0,5.6,5.3,0,1,4,0,4.9,5.4,Core Systems / SDE,98.8,Ready,1
STU-2026-04531,CSE,7,7.3,75.8,74.2,1,1,58.1,66.0,99.0,9.6,10.0,10.0,0.0,7.0,9.8,3.0,7.9,3,3,0,0,5.8,5.9,Data Analyst / ML Engineer,68.4,Near-Ready,1
STU-2026-04532,CSE,7,6.92,78.4,71.7,1,0,89.6,52.2,79.7,9.1,9.9,6.4,6.6,10.0,10.0,5.3,10.0,0,2,0,0,6.5,5.8,Data Analyst / ML Engineer,95.0,Ready,1
STU-2026-04533,CSE,7,6.3,64.2,63.9,1,1,86.1,55.3,34.6,2.6,4.4,0.7,2.8,9.9,8.1,1.9,10.0,2,0,0,1,6.6,4.5,Data Analyst / ML Engineer,1.1,Needs Training,0
STU-2026-04534,CSE,8,6.41,60.5,59.2,3,3,55.8,71.3,89.2,8.6,8.1,9.6,8.2,6.5,10.0,3.7,6.4,0,2,2,0,7.3,8.1,Core Systems / SDE,31.0,Needs Training,0
STU-2026-04535,ECE,6,8.08,84.9,69.0,1,0,66.2,74.8,64.2,5.6,6.3,5.6,7.3,8.1,4.4,3.4,4.7,0,4,2,0,6.2,6.4,Core Systems / SDE,97.0,Ready,1
STU-2026-04536,ECE,7,8.37,80.9,82.6,1,0,86.7,83.5,79.1,8.2,7.2,7.9,0.0,10.0,4.6,4.6,10.0,1,1,1,1,6.5,8.3,Data Analyst / ML Engineer,86.7,Ready,1
STU-2026-04537,ISE,7,7.04,88.1,77.8,1,0,67.2,77.0,85.2,10.0,9.5,8.5,8.0,10.0,8.9,4.0,7.1,2,0,1,0,8.3,8.3,Core Systems / SDE,99.4,Ready,1
STU-2026-04538,ECE,7,6.92,72.4,66.9,1,0,79.6,52.7,67.9,6.3,4.4,7.3,6.2,9.5,8.3,2.2,10.0,2,3,0,0,4.3,5.0,Data Analyst / ML Engineer,98.2,Ready,1
STU-2026-04539,CSE,7,6.46,71.2,65.0,1,0,73.4,60.0,80.5,8.5,9.1,9.0,7.1,8.5,10.0,7.0,10.0,1,2,0,0,10.0,6.9,Data Analyst / ML Engineer,96.8,Ready,1
STU-2026-04540,CSE,7,8.43,79.9,70.9,0,0,85.1,99.0,99.0,8.7,8.0,10.0,9.8,0.0,8.4,0.9,8.4,1,7,3,0,8.5,10.0,Core Systems / SDE,100.0,Ready,1
STU-2026-04541,CSE,8,7.43,82.8,68.8,0,0,69.6,82.3,70.7,8.7,7.0,6.5,7.7,6.0,10.0,2.6,9.9,0,2,0,0,6.7,6.4,Data Analyst / ML Engineer,95.3,Ready,1
STU-2026-04542,ISE,7,7.8,78.2,66.4,1,1,42.9,99.0,76.8,9.0,6.9,8.3,7.1,7.5,10.0,0.0,7.6,2,1,1,4,6.5,7.3,Core Systems / SDE,98.6,Ready,1
STU-2026-04543,CSE,6,7.79,77.5,66.8,0,0,63.2,71.4,79.0,10.0,9.5,3.5,0.0,0.0,10.0,2.4,8.5,1,3,5,1,5.4,6.3,Data Analyst / ML Engineer,4.2,Needs Training,0
STU-2026-04544,CSE,6,7.06,71.4,69.6,1,1,86.0,60.6,99.0,7.9,10.0,4.8,10.0,0.0,10.0,2.6,6.6,1,4,0,0,7.4,6.1,Core Systems / SDE,93.7,Ready,1
STU-2026-04545,ISE,8,6.12,56.3,60.8,0,0,77.0,54.7,58.8,5.3,3.2,5.6,6.6,8.8,10.0,0.8,9.4,1,4,0,2,7.2,5.7,Data Analyst / ML Engineer,92.3,Ready,1
STU-2026-04546,EEE,6,6.3,64.1,68.2,0,0,44.4,42.9,48.4,4.2,5.5,7.7,6.3,7.2,5.1,4.5,3.6,0,2,1,0,7.7,5.7,Core Systems / SDE,79.4,Ready,1
STU-2026-04547,CSE,7,8.64,88.7,87.2,0,0,70.5,83.3,99.0,8.6,10.0,8.9,10.0,8.4,8.8,3.2,6.8,1,2,0,1,7.1,7.5,Core Systems / SDE,99.9,Ready,1
STU-2026-04548,ECE,7,6.6,58.8,59.0,2,1,54.3,56.8,45.2,3.5,3.5,2.0,0.0,0.0,2.4,4.8,5.8,1,2,1,0,8.0,7.5,QA Specialist,0.1,Needs Training,0
STU-2026-04549,ECE,8,6.95,77.2,54.4,4,4,57.2,77.8,62.3,7.0,6.2,2.4,7.2,0.0,5.4,1.8,6.8,2,3,4,1,7.0,7.1,Core Systems / SDE,5.7,Needs Training,0
STU-2026-04550,EEE,7,6.15,62.7,54.8,1,0,77.3,60.6,72.4,7.3,8.0,3.6,5.9,9.6,4.2,1.8,8.9,3,2,0,1,5.6,6.1,Data Analyst / ML Engineer,93.7,Ready,1
STU-2026-04551,Mech,7,6.06,65.0,55.7,4,3,46.4,58.9,42.1,4.4,5.1,2.9,3.7,6.9,3.5,4.7,9.1,2,4,2,3,8.3,7.7,Data Analyst / ML Engineer,0.3,Needs Training,0
STU-2026-04552,CSE,6,6.55,55.0,68.6,1,0,77.8,56.6,83.0,7.4,8.9,9.8,6.7,8.6,8.9,1.9,9.9,1,2,0,1,4.2,3.8,Core Systems / SDE,89.7,Ready,1
STU-2026-04553,CSE,8,9.26,92.0,91.2,0,0,99.0,83.3,99.0,10.0,10.0,8.0,7.8,10.0,8.8,3.3,8.7,1,5,0,1,4.9,7.0,Data Analyst / ML Engineer,99.9,Ready,1
STU-2026-04554,Mech,7,8.12,74.8,77.3,0,0,87.5,60.0,63.7,6.5,6.0,6.4,7.7,0.0,7.5,2.0,6.0,1,3,1,0,8.4,7.3,Core Systems / SDE,97.8,Ready,1
STU-2026-04555,ISE,8,6.82,67.9,72.1,1,0,74.6,74.7,39.7,4.7,3.0,6.3,4.6,0.0,10.0,1.4,9.4,0,1,3,0,7.9,8.4,Core Systems / SDE,49.1,Needs Training,0
STU-2026-04556,ECE,7,8.59,75.6,97.0,0,0,69.9,79.5,83.1,8.0,8.8,10.0,7.5,10.0,7.6,2.5,10.0,1,1,1,0,6.0,9.2,Core Systems / SDE,99.8,Ready,1
STU-2026-04557,ECE,7,7.23,68.2,69.5,1,0,68.7,75.5,74.3,7.6,6.1,6.8,0.0,10.0,7.3,3.7,7.1,0,1,2,1,7.3,8.5,Data Analyst / ML Engineer,70.5,Near-Ready,1
STU-2026-04558,ECE,6,8.89,86.6,82.3,1,1,89.7,84.4,99.0,9.1,8.7,7.2,9.6,10.0,8.3,5.6,9.2,2,1,2,1,8.9,8.7,Core Systems / SDE,99.9,Ready,1
STU-2026-04559,Mech,7,9.83,93.9,85.7,0,0,99.0,99.0,94.1,9.7,9.9,10.0,7.7,10.0,4.1,5.9,10.0,0,0,1,0,10.0,9.8,Core Systems / SDE,100.0,Ready,1
STU-2026-04560,Civil,7,8.53,89.8,83.2,0,0,75.2,85.2,85.4,9.0,10.0,9.8,8.2,9.9,6.7,0.0,9.0,3,1,1,0,7.8,7.0,Core Systems / SDE,99.9,Ready,1
STU-2026-04561,ECE,7,7.5,64.6,80.5,1,0,61.7,66.3,67.1,6.2,4.4,7.1,6.8,8.3,6.1,4.7,9.6,0,3,2,1,7.7,7.4,Data Analyst / ML Engineer,97.9,Ready,1
STU-2026-04562,CSE,6,8.17,81.1,74.5,2,1,86.5,65.7,93.3,8.0,7.7,9.8,8.4,10.0,10.0,3.2,10.0,1,2,1,1,6.0,7.2,Core Systems / SDE,99.2,Ready,1
STU-2026-04563,Mech,6,7.42,74.4,69.1,2,0,80.0,65.5,69.0,6.4,7.4,6.4,7.0,8.7,2.9,4.5,10.0,1,1,3,0,8.6,5.4,Data Analyst / ML Engineer,96.1,Ready,1
STU-2026-04564,CSE,6,5.38,55.0,51.5,3,1,54.9,51.0,84.8,7.4,8.3,8.8,7.1,7.4,8.5,3.4,5.6,0,2,2,1,5.5,6.0,Core Systems / SDE,62.0,Near-Ready,1
STU-2026-04565,CSE,7,6.68,63.3,57.7,1,1,59.2,45.6,70.4,6.2,4.8,4.8,6.9,9.9,7.7,2.7,9.9,0,2,2,0,6.0,3.7,Data Analyst / ML Engineer,83.3,Ready,1
STU-2026-04566,Mech,8,6.35,72.6,64.0,3,1,63.0,71.6,51.2,5.6,3.0,5.2,5.3,6.9,6.9,2.0,7.7,1,2,2,1,5.1,5.6,Data Analyst / ML Engineer,39.5,Needs Training,0
STU-2026-04567,CSE,7,6.66,80.9,66.8,2,0,56.1,80.9,77.6,5.7,7.1,7.6,8.4,0.0,8.6,2.2,5.5,1,2,4,0,7.7,7.8,Core Systems / SDE,95.9,Ready,1
STU-2026-04568,CSE,7,9.37,81.4,87.6,0,0,99.0,95.2,99.0,9.9,7.3,8.9,9.1,0.0,8.8,4.8,9.8,0,4,1,0,8.3,8.8,Core Systems / SDE,99.6,Ready,1
STU-2026-04569,CSE,6,8.63,79.8,94.7,0,0,77.5,66.9,99.0,10.0,8.2,9.6,7.3,0.0,9.4,2.2,9.2,0,1,2,4,5.7,3.7,Core Systems / SDE,87.9,Ready,1
STU-2026-04570,Mech,7,7.88,73.0,78.5,1,0,82.0,72.6,66.1,7.4,8.2,5.0,5.2,0.0,4.5,6.3,7.3,1,3,2,0,7.9,7.9,Core Systems / SDE,91.1,Ready,1
STU-2026-04571,ISE,7,8.29,80.8,71.2,1,0,70.8,99.0,74.9,6.0,9.2,8.1,7.5,10.0,10.0,2.2,8.2,0,4,1,0,8.2,9.6,Core Systems / SDE,99.7,Ready,1
STU-2026-04572,ECE,8,5.32,64.7,59.0,4,0,38.6,57.7,54.0,5.3,3.9,3.8,6.9,4.8,5.7,2.5,5.7,1,1,1,1,7.5,8.2,Core Systems / SDE,50.9,Needs Training,1
STU-2026-04573,CSE,8,8.2,84.9,75.9,2,1,65.2,73.1,70.6,5.6,8.4,6.9,7.0,10.0,10.0,0.7,8.7,0,2,1,0,5.8,6.6,Full-Stack Developer,89.2,Ready,1
STU-2026-04574,EEE,7,8.43,82.8,77.9,0,0,86.1,87.3,43.2,3.8,3.1,1.4,5.5,10.0,4.3,4.6,10.0,0,2,5,2,8.3,9.7,Data Analyst / ML Engineer,99.6,Ready,1
STU-2026-04575,EEE,7,5.0,55.0,50.8,3,0,68.3,50.3,53.8,4.6,3.9,5.0,5.8,6.7,3.6,2.8,7.4,0,2,0,2,3.9,3.5,Data Analyst / ML Engineer,28.2,Needs Training,0
STU-2026-04576,CSE,6,8.24,80.1,76.6,0,0,72.0,70.2,94.0,6.2,8.7,8.5,9.0,8.9,9.5,5.9,7.1,1,1,3,3,5.3,6.5,Core Systems / SDE,99.3,Ready,1
STU-2026-04577,ISE,7,5.83,66.0,60.7,4,2,56.2,81.3,49.2,5.3,4.1,5.4,0.0,6.9,8.2,0.5,6.3,1,2,2,0,7.3,7.8,Data Analyst / ML Engineer,0.0,Needs Training,0
STU-2026-04578,CSE,6,5.23,61.6,68.7,3,2,42.6,67.7,82.5,8.9,7.9,6.5,7.0,5.3,9.0,1.2,4.8,0,0,3,0,8.1,7.7,Core Systems / SDE,13.3,Needs Training,0
STU-2026-04579,Civil,7,8.86,90.8,81.1,0,0,70.4,84.9,99.0,10.0,8.1,7.9,0.0,9.4,9.5,7.2,6.1,0,3,1,0,8.9,8.9,Data Analyst / ML Engineer,93.8,Ready,1
STU-2026-04580,ECE,7,6.29,55.0,63.2,3,3,59.6,60.3,54.6,6.7,4.2,5.5,5.8,0.0,6.8,3.8,5.9,1,3,2,1,8.9,8.6,Core Systems / SDE,3.3,Needs Training,0
STU-2026-04581,Mech,7,6.61,68.3,66.9,0,0,68.4,69.5,42.6,4.2,5.9,4.6,5.1,6.5,3.3,6.0,10.0,1,2,0,0,8.4,7.1,Data Analyst / ML Engineer,89.6,Ready,1
STU-2026-04582,CSE,7,8.49,83.0,77.0,0,0,95.9,84.8,99.0,10.0,8.7,10.0,10.0,10.0,10.0,5.4,10.0,0,4,0,1,5.9,5.6,Core Systems / SDE,99.8,Ready,1
STU-2026-04583,EEE,7,7.06,78.0,66.1,1,0,87.4,85.6,78.7,8.3,6.5,5.3,7.7,9.8,2.7,2.9,6.9,0,5,2,2,8.8,7.9,Data Analyst / ML Engineer,99.9,Ready,1
STU-2026-04584,EEE,7,7.2,74.7,77.0,3,1,66.1,46.8,74.3,6.2,4.3,5.2,5.8,8.5,4.4,1.1,6.0,0,5,0,1,6.7,5.8,Data Analyst / ML Engineer,80.8,Ready,1
STU-2026-04585,ECE,6,7.18,76.4,66.3,0,0,68.4,78.4,74.7,7.8,8.2,4.9,6.5,0.0,6.7,3.9,8.2,1,4,2,2,7.1,7.1,Core Systems / SDE,90.9,Ready,1
STU-2026-04586,Civil,7,7.78,75.2,68.6,0,0,85.5,81.1,89.5,8.8,6.8,7.7,0.0,10.0,4.4,5.4,7.5,0,1,0,1,5.5,6.9,Data Analyst / ML Engineer,82.2,Ready,1
STU-2026-04587,ISE,8,7.15,78.4,82.1,0,0,74.2,83.7,72.4,7.9,8.5,6.7,7.9,6.9,8.3,0.7,6.2,0,2,2,1,5.0,5.9,Core Systems / SDE,95.8,Ready,1
STU-2026-04588,CSE,8,7.53,83.4,64.3,2,2,64.1,81.5,71.2,5.8,6.5,7.4,6.9,6.3,10.0,1.9,7.7,3,3,2,0,7.4,7.4,Core Systems / SDE,88.1,Ready,1
STU-2026-04589,ECE,7,6.85,60.4,73.3,2,1,92.2,84.8,60.6,5.8,5.8,6.7,6.6,10.0,1.6,1.4,9.7,0,1,1,2,5.9,5.7,Data Analyst / ML Engineer,56.8,Needs Training,1
STU-2026-04590,ECE,7,7.79,70.4,73.4,1,1,86.7,78.1,64.9,7.8,7.2,7.0,6.8,9.9,6.3,4.8,10.0,0,1,2,0,8.4,9.8,Data Analyst / ML Engineer,97.3,Ready,1
STU-2026-04591,ECE,7,7.75,82.4,66.0,0,0,87.1,48.9,49.2,3.8,5.6,4.5,4.8,10.0,6.4,3.1,8.0,0,4,2,3,7.4,5.6,Data Analyst / ML Engineer,95.7,Ready,1
STU-2026-04592,CSE,6,9.49,91.6,86.2,0,0,86.9,93.4,75.4,9.6,5.0,8.3,8.0,10.0,10.0,1.2,10.0,1,3,2,0,6.5,7.9,Data Analyst / ML Engineer,99.9,Ready,1
STU-2026-04593,ISE,6,6.98,77.5,66.7,2,0,91.2,77.7,76.5,7.1,7.3,6.9,7.2,9.2,9.7,5.2,7.3,0,3,1,1,6.1,8.4,Core Systems / SDE,97.5,Ready,1
STU-2026-04594,CSE,6,7.2,74.6,58.6,1,1,74.8,80.5,69.8,6.3,7.9,6.3,6.8,10.0,10.0,5.6,4.6,1,0,0,2,7.2,6.5,Full-Stack Developer,95.7,Ready,1
STU-2026-04595,ISE,7,7.66,81.3,76.8,0,0,66.4,94.8,76.2,6.7,6.9,8.1,8.1,9.3,8.6,1.7,6.7,0,3,3,0,7.5,9.1,Core Systems / SDE,99.6,Ready,1
STU-2026-04596,ECE,7,8.46,79.4,82.7,0,0,79.0,91.0,79.9,6.0,6.6,6.7,9.5,10.0,0.0,7.0,5.6,3,0,2,0,7.4,8.2,Core Systems / SDE,100.0,Ready,1
STU-2026-04597,ECE,8,6.2,66.7,59.4,0,0,63.9,50.3,59.8,7.8,3.2,6.1,7.1,7.9,4.6,2.5,6.0,1,2,0,0,6.3,6.3,Core Systems / SDE,96.5,Ready,1
STU-2026-04598,CSE,7,7.51,77.9,75.9,0,0,88.9,68.3,90.2,10.0,8.3,6.8,9.4,10.0,10.0,6.6,10.0,2,2,0,0,8.5,7.2,Data Analyst / ML Engineer,99.9,Ready,1
STU-2026-04599,ISE,7,5.0,55.0,53.4,1,1,61.8,63.5,64.9,7.0,6.6,5.6,5.1,5.2,10.0,0.5,9.7,1,0,1,2,5.7,3.9,Data Analyst / ML Engineer,13.7,Needs Training,0
STU-2026-04600,CSE,7,7.1,78.4,78.3,2,0,76.2,61.5,44.3,4.9,3.7,7.2,0.0,0.0,9.1,3.8,6.2,1,3,3,0,7.8,6.2,Full-Stack Developer,0.8,Needs Training,0
STU-2026-04601,CSE,7,8.58,73.6,73.8,0,0,72.1,95.4,75.1,7.5,9.6,5.7,8.0,9.9,8.6,5.5,4.9,0,3,2,0,8.1,7.7,Full-Stack Developer,99.5,Ready,1
STU-2026-04602,EEE,6,6.6,69.4,63.1,3,0,56.1,76.3,71.4,6.5,5.8,6.7,6.3,6.0,2.8,4.6,10.0,1,1,0,0,8.1,8.6,Data Analyst / ML Engineer,81.3,Ready,1
STU-2026-04603,Mech,7,7.59,68.8,80.3,1,0,73.6,69.0,56.1,4.4,6.6,7.2,5.5,9.8,7.7,2.5,9.7,0,0,0,4,7.5,7.6,Data Analyst / ML Engineer,84.0,Ready,1
STU-2026-04604,ISE,7,6.82,63.8,70.7,2,0,58.8,57.1,87.6,9.9,9.6,8.5,6.6,5.9,7.0,3.3,6.4,1,2,2,0,7.0,8.3,Core Systems / SDE,95.3,Ready,1
STU-2026-04605,EEE,8,6.45,72.8,50.0,3,1,58.4,69.2,37.2,4.9,3.5,3.2,0.0,0.0,8.3,3.7,7.1,1,1,3,1,9.8,8.5,QA Specialist,0.2,Needs Training,0
STU-2026-04606,Mech,7,8.47,77.4,68.8,0,0,90.9,88.8,64.8,5.2,5.5,5.5,6.7,0.0,3.2,6.9,10.0,3,2,4,0,9.3,7.7,Core Systems / SDE,99.6,Ready,1
STU-2026-04607,EEE,8,6.25,58.3,62.3,3,1,52.4,64.3,62.7,7.1,4.4,7.0,7.3,4.9,0.7,4.5,3.6,0,3,2,2,6.3,7.9,Core Systems / SDE,56.7,Needs Training,1
STU-2026-04608,CSE,7,7.72,81.1,85.8,1,1,95.7,87.7,75.8,6.5,4.4,5.2,0.0,10.0,10.0,0.7,9.0,0,2,1,0,6.4,7.2,Data Analyst / ML Engineer,58.2,Needs Training,1
STU-2026-04609,Civil,7,7.74,71.1,71.4,0,0,75.0,82.7,49.8,4.9,4.9,4.9,5.8,0.0,2.8,4.7,9.4,2,0,1,1,8.2,7.1,Core Systems / SDE,76.2,Ready,1
STU-2026-04610,ISE,7,6.46,73.0,68.5,2,0,62.9,65.2,61.6,5.1,5.8,4.3,4.8,8.5,9.0,5.0,10.0,0,1,3,1,7.6,9.8,Data Analyst / ML Engineer,92.7,Ready,1
STU-2026-04611,CSE,6,7.57,80.2,73.7,1,1,95.3,63.5,84.3,9.1,8.2,10.0,8.3,10.0,10.0,3.9,5.7,0,2,3,0,6.7,7.0,Core Systems / SDE,98.8,Ready,1
STU-2026-04612,CSE,6,6.37,61.5,67.3,1,0,69.0,84.9,76.5,6.6,8.6,5.1,6.6,9.3,10.0,0.0,9.3,0,3,1,0,6.7,8.2,Data Analyst / ML Engineer,95.9,Ready,1
STU-2026-04613,ISE,6,7.97,85.7,83.9,0,0,66.2,98.8,91.3,8.1,10.0,7.8,0.0,9.0,10.0,5.5,7.7,0,0,3,0,8.6,8.8,Full-Stack Developer,95.5,Ready,1
STU-2026-04614,CSE,7,5.95,55.0,66.4,3,2,47.7,60.6,52.4,6.4,6.4,3.0,0.0,7.2,6.0,3.4,6.7,2,3,1,0,6.8,6.3,Data Analyst / ML Engineer,3.0,Needs Training,0
STU-2026-04615,CSE,7,7.03,74.6,75.0,1,1,61.2,70.8,45.6,4.4,5.4,5.3,6.1,0.0,10.0,1.7,7.6,1,3,0,4,10.0,8.1,Core Systems / SDE,50.8,Needs Training,1
STU-2026-04616,CSE,6,7.12,65.1,65.1,2,2,88.9,96.8,66.9,7.2,5.7,7.2,7.7,9.7,10.0,2.8,9.4,0,1,1,0,7.1,9.2,Data Analyst / ML Engineer,94.1,Ready,1
STU-2026-04617,EEE,7,8.62,82.2,80.7,0,0,68.1,80.4,77.8,6.7,6.8,6.1,9.9,0.0,2.6,3.4,7.0,2,4,2,0,5.5,6.0,Core Systems / SDE,99.2,Ready,1
STU-2026-04618,Mech,7,7.55,73.5,76.6,1,1,88.5,78.0,70.9,6.6,4.4,5.2,6.9,10.0,7.8,4.7,6.8,1,0,0,1,6.8,6.2,Data Analyst / ML Engineer,96.3,Ready,1
STU-2026-04619,CSE,7,8.45,91.5,83.7,0,0,88.6,78.6,75.6,8.5,5.5,5.7,9.7,10.0,8.8,4.7,10.0,1,4,2,4,5.0,5.8,Data Analyst / ML Engineer,99.9,Ready,1
STU-2026-04620,Mech,7,8.01,77.1,80.8,0,0,80.2,77.8,68.9,7.7,4.9,5.4,6.2,9.0,5.7,4.5,4.0,3,3,4,0,6.4,7.2,Core Systems / SDE,99.8,Ready,1
STU-2026-04621,Mech,7,8.0,79.6,64.2,1,0,92.8,70.9,65.3,4.3,6.0,7.4,4.9,10.0,5.1,3.0,9.9,0,2,0,2,3.7,4.9,Data Analyst / ML Engineer,92.3,Ready,1
STU-2026-04622,EEE,7,7.03,69.2,77.1,2,2,73.7,86.2,66.3,4.0,7.6,7.1,4.5,10.0,5.8,2.8,10.0,2,3,1,0,6.9,7.2,Data Analyst / ML Engineer,86.4,Ready,1
STU-2026-04623,CSE,7,8.52,78.5,69.0,0,0,89.3,85.4,87.7,10.0,8.6,7.1,8.7,10.0,7.6,1.6,7.1,3,6,2,0,7.4,5.6,Core Systems / SDE,100.0,Ready,1
STU-2026-04624,ECE,8,7.01,65.4,63.2,2,0,76.0,69.9,59.6,5.8,4.0,5.7,5.7,10.0,3.4,4.0,9.6,1,2,2,0,5.0,4.3,Data Analyst / ML Engineer,93.7,Ready,1
STU-2026-04625,Mech,6,5.5,60.6,57.4,2,1,62.9,49.0,77.0,7.1,6.8,6.2,6.2,5.3,1.9,4.9,6.4,0,1,0,2,5.7,7.9,Core Systems / SDE,52.4,Needs Training,1
STU-2026-04626,ECE,7,7.16,72.7,69.5,1,1,88.5,86.0,43.8,4.9,3.5,1.8,7.2,10.0,5.5,1.9,10.0,1,2,1,0,7.6,6.8,Data Analyst / ML Engineer,94.6,Ready,1
STU-2026-04627,CSE,6,7.9,83.7,85.7,0,0,50.3,80.1,99.0,8.2,10.0,6.7,10.0,5.9,8.3,5.1,7.7,1,2,0,0,4.9,6.6,Core Systems / SDE,99.4,Ready,1
STU-2026-04628,ISE,7,5.63,58.4,50.0,1,1,73.4,56.7,59.6,5.8,4.3,5.0,0.0,10.0,10.0,3.5,10.0,1,2,4,1,6.5,6.5,Data Analyst / ML Engineer,55.7,Needs Training,1
STU-2026-04629,ECE,7,6.43,65.4,61.1,3,2,70.2,75.5,73.7,6.3,8.2,7.8,8.2,10.0,5.5,2.6,6.6,3,1,3,1,7.0,6.0,Core Systems / SDE,89.5,Ready,1
STU-2026-04630,ISE,7,6.05,68.0,50.0,1,0,52.4,67.0,66.3,5.3,6.5,5.5,8.0,5.5,10.0,6.9,5.1,0,3,1,2,8.6,6.7,Core Systems / SDE,95.7,Ready,1
STU-2026-04631,CSE,7,8.27,80.0,79.7,1,1,69.0,58.3,79.1,7.1,9.5,8.6,8.8,9.2,10.0,2.3,9.6,0,5,3,0,6.9,6.4,Core Systems / SDE,99.1,Ready,1
STU-2026-04632,CSE,6,9.24,81.9,85.3,0,0,81.9,99.0,81.9,5.9,7.3,7.0,9.9,10.0,8.2,4.1,9.1,1,3,4,0,6.5,9.9,Core Systems / SDE,100.0,Ready,1
STU-2026-04633,EEE,8,7.17,78.0,61.1,1,0,64.1,76.7,51.2,2.8,6.0,3.4,4.0,7.3,5.5,3.5,6.9,1,3,4,0,5.4,5.0,Data Analyst / ML Engineer,9.3,Needs Training,0
STU-2026-04634,Mech,7,7.98,75.8,85.6,0,0,61.5,83.1,75.6,7.7,5.2,4.8,0.0,9.6,3.4,5.5,9.6,1,1,2,0,7.4,9.8,Data Analyst / ML Engineer,94.4,Ready,1
STU-2026-04635,CSE,7,7.96,80.0,83.8,0,0,64.6,68.3,92.3,7.0,10.0,10.0,8.1,0.0,4.7,3.7,9.6,0,1,5,0,7.6,7.7,Core Systems / SDE,90.1,Ready,1
STU-2026-04636,Civil,7,9.11,85.7,86.2,0,0,94.3,91.8,49.8,5.7,4.4,6.2,0.0,0.0,8.1,4.8,5.0,0,2,0,1,6.3,7.7,Full-Stack Developer,0.4,Needs Training,0
STU-2026-04637,CSE,6,6.68,63.0,73.8,2,1,62.3,62.1,76.7,8.3,9.4,7.3,8.0,8.0,10.0,0.3,6.8,1,0,1,0,8.0,5.0,Core Systems / SDE,88.5,Ready,1
STU-2026-04638,ECE,6,7.16,61.5,69.0,0,0,67.1,72.2,59.5,6.4,5.6,5.1,4.8,0.0,4.8,1.9,8.0,3,3,1,1,7.2,6.5,Core Systems / SDE,94.9,Ready,1
STU-2026-04639,EEE,7,7.03,73.7,73.6,1,0,60.0,75.1,66.5,7.6,7.8,5.8,6.7,7.1,4.8,2.2,6.0,0,3,4,0,4.8,5.4,Core Systems / SDE,94.0,Ready,1
STU-2026-04640,EEE,7,7.48,55.2,78.4,3,2,86.0,80.0,75.6,8.3,8.9,7.6,8.5,8.0,5.7,4.7,9.9,1,0,0,0,7.5,7.2,Core Systems / SDE,83.5,Ready,1
STU-2026-04641,Mech,7,9.9,98.0,84.7,0,0,69.1,83.3,98.7,8.8,9.5,10.0,10.0,0.0,4.7,1.8,6.0,1,6,0,2,7.8,7.9,Core Systems / SDE,99.8,Ready,1
STU-2026-04642,CSE,8,7.43,81.4,75.0,1,0,74.0,80.6,84.9,5.1,8.9,8.9,7.5,8.3,8.2,1.7,7.1,2,1,0,0,3.8,5.8,Core Systems / SDE,98.6,Ready,1
STU-2026-04643,Mech,7,6.46,61.5,65.1,2,0,65.8,45.4,75.2,7.7,4.6,9.4,8.2,7.3,3.2,4.0,8.6,0,4,3,1,7.9,7.5,Core Systems / SDE,96.1,Ready,1
STU-2026-04644,CSE,7,6.13,73.6,54.1,3,2,67.1,59.4,71.1,6.6,7.1,6.6,6.4,7.2,8.3,1.5,5.4,0,3,0,0,5.0,5.6,Core Systems / SDE,18.3,Needs Training,0
STU-2026-04645,ECE,7,8.78,98.0,74.0,1,1,88.4,79.5,77.3,8.4,7.9,5.0,7.2,10.0,5.7,6.3,8.6,0,2,0,0,10.0,8.1,Data Analyst / ML Engineer,98.4,Ready,1
STU-2026-04646,ECE,8,6.45,65.2,67.4,2,2,66.3,34.0,61.6,4.7,5.4,4.5,7.5,7.1,2.7,5.4,6.4,0,2,1,1,7.0,5.5,Core Systems / SDE,36.6,Needs Training,0
STU-2026-04647,ECE,6,8.13,83.6,75.7,0,0,76.5,81.7,77.0,7.3,8.6,6.3,7.8,10.0,5.0,3.6,9.1,1,1,2,2,6.6,7.1,Data Analyst / ML Engineer,99.7,Ready,1
STU-2026-04648,CSE,8,6.65,69.4,55.3,1,1,61.3,62.1,59.5,3.9,3.9,2.9,8.6,7.4,10.0,4.2,8.2,1,7,4,1,4.6,4.3,Core Systems / SDE,94.0,Ready,1
STU-2026-04649,Mech,7,6.01,72.1,64.3,3,1,51.7,75.2,48.9,6.4,6.4,5.0,4.5,0.0,3.5,2.3,8.3,0,1,1,0,6.8,5.9,Core Systems / SDE,2.5,Needs Training,0
STU-2026-04650,CSE,6,8.07,72.2,83.7,0,0,53.7,73.2,72.6,9.1,6.4,5.3,7.5,0.0,9.9,3.1,6.1,0,4,1,0,7.3,6.4,Core Systems / SDE,93.4,Ready,1
STU-2026-04651,CSE,7,6.71,67.6,57.8,1,0,67.2,77.4,70.7,6.6,7.7,7.8,7.2,10.0,7.9,1.4,9.3,1,0,0,0,6.1,4.1,Data Analyst / ML Engineer,94.8,Ready,1
